0,100,1
500,50494,1
873,50494,1
1164,50494,0
1455,50494,0
1746,50494,0
2037,50494,0
2328,19262,0
2619,19262,0
2910,19262,0
3201,19262,0
3492,19262,0
3783,62522,0
4074,62522,0
4365,1840,0
4656,1840,0
4947,1840,0
5238,1840,0
5529,1840,0
5820,1840,0
6111,29059,0
6402,58716,0
6693,64131,0
6984,64131,0
7275,64131,0
7566,64131,0
7857,64131,0
8148,64131,0
8439,64131,0
8730,64131,0
9021,64131,0
9312,64131,0
9603,64131,0
9894,64131,1
10185,64131,0
10476,51287,0
10767,51287,0
11058,51287,0
11349,51287,0
11640,51287,0
11931,51287,0
12222,51287,1
12513,51287,0
12804,51287,0
13095,51287,0
13386,51287,0
13677,51287,0
13968,51287,0
14259,51287,0
14550,51287,0
14841,51287,0
15132,9698,0
15423,9698,0
15714,9698,0
16005,9698,1
16296,9698,0
16587,24244,0
16878,24244,0
17169,24244,0
17460,24244,0
17751,24244,0
18042,24244,0
18333,24244,0
18624,24244,0
18915,24244,0
19206,24244,1
19497,24244,1
19788,24244,0
20079,24244,0
20370,24244,0
20661,24244,0
20952,24244,1
21243,24244,0
21534,24244,1
21825,24244,1
22116,24244,0
22407,24244,0
22698,24244,0
22989,24244,0
23280,24244,0
23571,24244,0
23862,24244,0
24153,24244,0
24444,24244,0
24735,24244,0
25026,24244,0
25317,24244,0
25608,24244,0
25899,24244,0
26190,24244,0
26481,24244,0
26772,24244,0
27063,24244,0
27354,24244,0
27645,24244,0
27936,9,0
28227,9,0
28518,9,0
28809,9,0
29100,9,1
29391,9,0
29682,9,1
29973,9,0
30264,9,0
30555,9,0
30846,9,0
31137,9,0
31428,9,0
31719,9,1
32010,9,0
32301,9,0
32592,9,0
32883,9,0
33174,9,0
33465,9,0
33756,9,0
34047,9,0
34338,9,0
34629,5505,0
34920,64813,0
35211,57074,0
35502,57074,0
35793,57074,0
36084,57074,0
36375,57074,0
36666,57074,0
36957,57074,0
37248,37949,0
37539,16992,0
37830,16992,0
38121,16992,0
38412,16992,0
38703,16992,0
38994,16992,0
39285,62128,0
39576,62128,0
39867,62128,0
40158,62128,0
40449,62128,0
40740,62128,0
41031,62128,0
41322,11393,0
41613,11393,0
41904,11393,0
42195,11393,0
42486,11393,0
42777,11393,0
43068,11393,0
43359,34198,0
43650,34198,0
43941,34198,0
44232,34198,0
44523,34198,0
44814,34198,0
45105,34198,0
45396,28297,0
45687,28297,0
45978,28297,0
46269,28297,0
46560,28297,0
46851,28297,0
47142,28297,0
47433,28297,0
47724,26475,0
48015,1272,0
48306,41714,0
48597,41714,0
48888,41714,0
49179,41714,0
49470,41714,0
49761,41714,0
50052,41714,0
50343,41714,0
50634,41714,0
50925,41714,0
51216,41714,0
51507,50099,1
51798,50099,0
52089,50099,0
52380,50099,1
52671,50099,1
52962,50099,0
53253,50099,0
53544,50099,0
53835,50099,0
54126,50099,0
54417,50099,0
54708,50099,0
54999,50099,0
55290,50099,1
55581,50099,0
55872,50099,0
56163,50099,0
56454,50099,0
56745,50099,0
57036,50099,0
57327,50099,0
57618,50099,0
57909,53888,0
58200,53888,0
58491,53888,0
58782,53888,0
59073,53888,0
59364,53888,0
59655,53888,0
59946,53888,0
60237,53888,0
60528,53888,1
60819,53888,1
61110,53888,0
61401,53888,1
61692,53888,0
61983,53888,1
62274,15932,0
62565,15932,0
62856,15932,0
63147,15932,0
63438,15932,0
63729,15932,1
64020,15932,1
64311,28308,0
64602,28308,0
64893,28308,0
65184,28308,0
65475,19095,0
65766,19095,1
66057,54478,0
66348,54478,0
66639,58552,0
66930,58552,0
67221,58552,0
67512,58552,0
67803,58552,0
68094,58552,0
68385,58552,0
68676,58552,0
68967,58552,0
69258,58552,0
69549,941,0
69840,941,1
70131,941,0
70422,941,0
70713,941,0
71004,941,0
71295,941,1
71586,941,0
71877,941,0
72168,941,0
72459,941,0
72750,941,0
73041,941,0
73332,941,0
73623,941,0
73914,941,0
74205,941,0
74496,941,0
74787,941,0
75078,55337,0
75369,55337,0
75660,55337,0
75951,55337,0
76242,55337,1
76533,57841,0
76824,57841,0
77115,14236,0
77406,14236,0
77697,14236,0
77988,14236,0
78279,14236,0
78570,14236,1
78861,14236,0
79152,14236,0
79443,14236,0
79734,14236,0
80025,14236,0
80316,14236,0
80607,14236,0
80898,14236,0
81189,14236,0
81480,14236,0
81771,14236,1
82062,14236,0
82353,14236,0
82644,14236,0
82935,14236,0
83226,14236,0
83517,14236,1
83808,14236,0
84099,14236,0
84390,14236,0
84681,14236,1
84972,14236,0
85263,14236,0
85554,14236,0
85845,14236,0
86136,14236,0
86427,14236,0
86718,14236,0
87009,14236,0
87300,14236,0
87591,14236,0
87882,14236,0
88173,14236,0
88464,14236,0
88755,14236,0
89046,14236,0
89337,14236,0
89628,14236,0
89919,14236,0
90210,14236,0
90501,14236,0
90792,14236,0
91083,14236,0
91374,14236,0
91665,38342,0
91956,38342,0
92247,38342,0
92538,38342,0
92829,38342,0
93120,38342,0
93411,38342,0
93702,38342,0
93993,58212,0
94284,56005,0
94575,56005,0
94866,56005,1
95157,56005,0
95448,56005,0
95739,56005,0
96030,56005,0
96321,56005,0
96612,56005,0
96903,56005,0
97194,56005,0
97485,56005,0
97776,56005,1
98067,56440,0
98358,56440,0
98649,56440,0
98940,56440,0
99231,56440,0
99522,56440,0
99813,56440,1
100104,56440,1
100395,56440,0
100686,56440,0
100977,56440,0
101268,56440,0
101559,56440,0
101850,56440,0
102141,56440,0
102432,56440,0
102723,56440,0
103014,56440,0
103305,56440,0
103596,56440,1
103887,56440,0
104178,56440,0
104469,56440,1
104760,56440,0
105051,56440,0
105342,56440,0
105633,57755,0
105924,57755,0
106215,57755,0
106506,32732,0
106797,32732,0
107088,41890,1
107379,41890,0
107670,41890,0
107961,41890,0
108252,41890,0
108543,41890,0
108834,41890,0
109125,41890,0
109416,41890,0
109707,41890,1
109998,41890,0
110289,41890,0
110580,41890,0
110871,47042,0
111162,47042,0
111453,47042,0
111744,8491,0
112035,8491,0
112326,8491,0
112617,8491,0
112908,8491,0
113199,8491,0
113490,8491,0
113781,10021,0
114072,10021,1
114363,10021,0
114654,30843,0
114945,30843,0
115236,30843,0
115527,30843,1
115818,30843,0
116109,30843,0
116400,30843,0
116691,30843,0
116982,30843,0
117273,63034,0
117564,63034,0
117855,63034,0
118146,63034,0
118437,63034,1
118728,63034,0
119019,63034,0
119310,63034,0
119601,63034,0
119892,63034,0
120183,63034,0
120474,63034,0
120765,63034,0
121056,63034,0
121347,63034,1
121638,63034,0
121929,63034,0
122220,63034,1
122511,63034,0
122802,63034,0
123093,63034,0
123384,63034,0
123675,63034,0
123966,63034,1
124257,63034,0
124548,63034,0
124839,22454,0
125130,22454,0
125421,22454,0
125712,22454,0
126003,22454,0
126294,22454,0
126585,22454,0
126876,22454,0
127167,22454,0
127458,13586,0
127749,13586,0
128040,13586,0
128331,13586,0
128622,13586,1
128913,13586,0
129204,13586,0
129495,13586,0
129786,13586,0
130077,13586,0
130368,13586,0
130659,61461,1
130950,61461,0
131241,61461,0
131532,61461,0
131823,61461,0
132114,61461,0
132405,61461,0
132696,61461,0
132987,61461,0
133278,61461,0
133569,61461,1
133860,27390,0
134151,31804,0
134442,31804,0
134733,31804,1
135024,31804,0
135315,31804,0
135606,31804,0
135897,47604,0
136188,47604,0
136479,47604,0
136770,47604,0
137061,47604,0
137352,47604,0
137643,47604,1
137934,47604,0
138225,47604,0
138516,47604,1
138807,47604,0
139098,47604,0
139389,47604,0
139680,50423,0
139971,50423,0
140262,50423,1
140553,50423,1
140844,50423,0
141135,24902,0
141426,24902,0
141717,24902,0
142008,24902,0
142299,24902,0
142590,24902,0
142881,29924,0
143172,29924,1
143463,29924,0
143754,29924,0
144045,29924,0
144336,29924,0
144627,29924,0
144918,29924,0
145209,29924,0
145500,29924,0
145791,29924,0
146082,29924,0
146373,29924,0
146664,29924,0
146955,29924,0
147246,29924,0
147537,29924,0
147828,29924,0
148119,29924,0
148410,29924,0
148701,29924,0
148992,29924,0
149283,29924,0
149574,29924,0
149865,29924,1
150156,29924,0
150447,29924,0
150738,29924,0
151029,29924,0
151320,29924,0
151611,3327,0
151902,36055,0
152193,36055,0
152484,36055,0
152775,36055,0
153066,6122,0
153357,6122,0
153648,6122,0
153939,6122,0
154230,6122,0
154521,6122,0
154812,6122,0
155103,6122,0
155394,6122,0
155685,6122,1
155976,6122,0
156267,6122,0
156558,6122,0
156849,6122,0
157140,25282,0
157431,25282,0
157722,25282,0
158013,25282,0
158304,25282,0
158595,25282,0
158886,25282,0
159177,25282,0
159468,25282,0
159759,25282,0
160050,15577,0
160341,23933,0
160632,23933,0
160923,23933,0
161214,23933,0
161505,23933,0
161796,23933,0
162087,23933,0
162378,23933,0
162669,23933,1
162960,23933,0
163251,23933,0
163542,23933,0
163833,23933,0
164124,23933,0
164415,23933,0
164706,23933,0
164997,23933,0
165288,23933,0
165579,23933,0
165870,23933,0
166161,23933,0
166452,23933,0
166743,23933,0
167034,23933,0
167325,61785,1
167616,61785,0
167907,61785,1
168198,61785,0
168489,19252,0
168780,19252,0
169071,19252,1
169362,43027,1
169653,43027,0
169944,43027,0
170235,43027,0
170526,43027,0
170817,43027,0
171108,43027,0
171399,43027,0
171690,43027,1
171981,43027,0
172272,43027,1
172563,43027,0
172854,43027,0
173145,43027,0
173436,43027,0
173727,43027,0
174018,43027,0
174309,43636,0
174600,47713,0
174891,47713,0
