0,197
1,215
2,20
3,132
4,248
5,207
6,155
7,244
8,183
9,111
10,71
11,144
12,71
13,48
14,128
15,75
16,158
17,50
18,37
19,169
20,241
21,51
22,181
23,222
24,161
25,104
26,244
27,226
28,133
29,31
30,7
31,47
32,204
33,0
34,252
35,170
36,124
37,166
38,32
39,97
40,113
41,122
42,72
43,229
44,46
45,41
46,163
47,250
48,55
49,154
50,149
51,63
52,170
53,104
54,147
55,227
56,46
57,197
58,162
59,123
60,148
61,94
62,96
63,95
64,16
65,133
66,243
67,35
68,45
69,66
70,76
71,19
72,41
73,200
74,141
75,120
76,110
77,214
78,140
79,230
80,252
81,182
82,42
83,166
84,59
85,249
86,171
87,97
88,124
89,8
90,138
91,59
92,112
93,190
94,87
95,170
96,218
97,31
98,51
99,74
100,112
101,23
102,37
103,13
104,63
105,96
106,61
107,200
108,46
109,189
110,59
111,18
112,11
113,99
114,94
115,63
116,245
117,107
118,31
119,11
120,217
121,51
122,133
123,35
124,113
125,36
126,154
127,179
128,223
129,92
130,31
131,239
132,20
133,51
134,200
135,102
136,133
137,183
138,240
139,86
140,104
141,29
142,81
143,82
144,175
145,128
146,60
147,226
148,89
149,6
150,241
151,209
152,159
153,182
154,198
155,128
156,78
157,6
158,234
159,40
160,171
161,23
162,143
163,69
164,122
165,246
166,180
167,147
168,183
169,67
170,158
171,198
172,212
173,41
174,0
175,98
176,171
177,81
178,122
179,114
180,229
181,193
182,212
183,16
184,205
185,214
186,23
187,84
188,228
189,32
190,132
191,80
192,228
193,249
194,0
195,19
196,253
197,166
198,159
199,239
200,25
201,212
202,96
203,42
204,66
205,7
206,205
207,213
208,161
209,1
210,109
211,7
212,1
213,50
214,97
215,60
216,101
217,154
218,143
219,93
220,51
221,243
222,203
223,41
224,11
225,140
226,231
227,59
228,131
229,68
230,177
231,58
232,79
233,142
234,9
235,21
236,20
237,105
238,132
239,161
240,187
241,21
242,253
243,234
244,222
245,190
246,91
247,106
248,192
249,149
250,4
251,70
252,77
253,138
254,170
255,172
256,188
257,47
258,173
259,18
260,21
261,138
262,83
263,76
264,148
265,184
266,202
267,66
268,150
269,58
270,244
271,122
272,24
273,157
274,91
275,36
276,154
277,206
278,168
279,153
280,212
281,55
282,50
283,246
284,242
285,172
286,175
287,63
288,245
289,59
290,254
291,218
292,19
293,154
294,171
295,79
296,85
297,192
298,44
299,33
300,43
301,101
302,113
303,31
304,197
305,4
306,50
307,201
308,148
309,229
310,250
311,111
312,216
313,42
314,188
315,112
316,133
317,85
318,220
319,98
320,183
321,58
322,32
323,14
324,231
325,103
326,60
327,254
328,203
329,131
330,106
331,21
332,110
333,74
334,53
335,101
336,234
337,193
338,185
339,77
340,53
341,249
342,75
343,207
344,216
345,253
346,165
347,255
348,255
349,103
350,112
351,4
352,174
353,162
354,164
355,18
356,75
357,131
358,79
359,194
360,150
361,240
362,33
363,43
364,20
365,33
366,115
367,66
368,20
369,153
370,7
371,229
372,169
373,82
374,76
375,235
376,190
377,195
378,17
379,46
380,39
381,218
382,105
383,148
384,213
385,246
386,198
387,119
388,10
389,0
390,93
391,154
392,130
393,170
394,33
395,252
396,134
397,155
398,208
399,196
400,196
401,31
402,83
403,65
404,122
405,146
406,171
407,28
408,18
409,246
410,213
411,72
412,251
413,41
414,77
415,180
416,210
417,18
418,238
419,197
420,234
421,24
422,51
423,241
424,77
425,10
426,16
427,67
428,165
429,53
430,177
431,99
432,196
433,251
434,56
435,30
436,239
437,172
438,63
439,151
440,65
441,198
442,150
443,62
444,96
445,19
446,200
447,227
448,190
449,97
450,233
451,182
452,38
453,22
454,20
455,248
456,130
