0,6
1,6
2,0
3,4
4,8
5,7
6,6
7,4
8,7
9,5
10,9
11,3
12,8
13,2
14,4
15,2
16,1
17,9
18,4
19,8
20,9
21,2
22,4
23,1
24,1
25,5
26,7
27,8
28,1
29,5
30,6
31,5
32,9
33,3
34,8
35,7
36,7
37,8
38,4
39,0
40,8
41,0
42,1
43,6
44,0
45,9
46,7
47,5
48,3
49,5
50,1
51,3
52,9
53,3
54,3
55,2
56,8
57,7
58,1
59,1
60,5
61,8
62,7
63,1
64,4
65,8
66,4
67,1
68,8
69,5
70,8
71,3
72,9
73,8
74,9
75,4
76,7
77,1
78,9
79,6
80,5
81,9
82,3
83,4
84,2
85,3
86,2
87,0
88,9
89,4
90,7
91,1
92,1
93,2
94,2
95,0
96,1
97,8
98,6
99,8
100,4
101,8
102,3
103,3
104,9
105,6
106,9
107,4
108,7
109,7
110,5
111,1
112,5
113,9
114,1
115,7
116,9
117,5
118,3
119,3
120,0
121,4
122,1
123,3
124,5
125,2
126,5
127,6
128,0
129,1
130,2
131,3
132,0
133,9
134,8
135,9
136,1
137,0
138,1
139,3
140,9
141,9
142,1
143,6
144,1
145,5
146,1
147,0
148,9
149,0
150,3
151,2
152,1
153,7
154,3
155,0
156,0
157,8
158,6
159,9
160,1
161,4
162,1
163,3
164,1
165,4
166,5
167,6
168,2
169,0
170,8
171,7
172,0
173,9
174,1
175,6
176,3
177,4
178,5
179,7
180,9
181,2
182,3
183,0
184,2
185,2
186,5
187,8
188,4
189,1
190,9
191,7
192,2
193,0
194,7
195,6
196,9
197,8
198,4
199,5
200,6
201,4
202,2
203,8
204,0
205,7
206,1
207,5
208,0
209,8
210,4
211,2
212,3
213,7
214,5
215,9
216,4
217,5
218,9
219,9
220,2
221,4
222,6
223,6
224,1
225,0
226,9
227,3
228,5
229,2
230,3
231,3
232,7
233,6
234,9
235,6
236,0
237,6
238,9
239,6
240,0
241,2
242,7
243,1
244,4
245,2
246,7
247,8
248,7
249,8
250,9
251,0
252,0
253,7
254,5
255,4
256,7
257,0
258,6
259,3
260,8
261,1
262,2
263,0
264,6
265,6
266,5
267,0
268,3
269,0
270,0
271,8
272,9
273,1
274,3
275,1
276,9
277,3
278,4
279,4
280,2
281,1
282,7
283,6
284,1
285,0
286,4
287,7
288,1
289,4
290,2
291,8
292,5
293,1
294,2
295,4
296,0
297,0
298,0
299,3
300,4
301,8
302,5
303,5
304,9
305,0
306,9
307,7
308,7
309,6
310,5
311,8
312,2
313,3
314,6
315,9
316,4
317,0
318,2
319,2
320,4
321,5
322,5
323,5
324,1
325,5
326,9
327,0
328,0
329,4
330,2
331,2
332,9
333,4
334,5
335,6
336,8
337,2
338,4
339,1
340,7
341,3
342,0
343,4
344,2
345,8
346,1
347,4
348,6
349,5
350,4
351,6
352,1
353,1
354,8
355,7
356,7
357,5
358,5
359,1
360,7
361,1
362,7
363,6
364,0
365,4
366,5
367,2
368,2
369,9
370,6
371,1
372,1
373,1
374,3
375,3
376,0
377,6
378,0
379,1
380,6
381,8
382,8
383,4
384,7
385,7
386,9
387,3
388,6
389,1
390,5
391,3
392,4
393,9
394,2
395,6
396,3
397,5
398,1
399,1
400,0
401,8
402,7
403,3
404,1
405,7
406,6
407,4
408,3
409,0
410,3
411,9
412,2
413,1
414,3
415,7
416,6
417,5
418,8
419,2
420,1
421,9
422,7
423,2
424,9
425,6
426,6
427,8
428,7
429,5
430,7
431,7
432,3
433,8
434,9
435,3
436,0
437,5
438,5
439,5
440,0
441,8
442,2
443,4
444,9
445,2
446,6
447,9
448,4
449,7
450,1
451,1
452,8
453,0
454,1
455,3
456,2
457,0
458,4
459,0
460,7
461,5
462,2
463,2
464,7
465,5
466,8
467,6
468,8
469,8
470,0
471,9
472,1
473,8
474,9
475,1
476,6
477,3
478,4
479,8
480,9
481,6
482,7
483,6
484,9
485,9
486,3
487,0
488,0
489,2
490,4
491,8
492,9
493,4
494,5
495,1
496,7
497,4
498,4
499,6
500,6
501,6
502,0
503,2
504,2
505,3
506,4
507,5
508,0
509,0
510,7
511,6
512,2
513,7
514,9
515,1
516,2
517,5
518,6
519,0
520,9
521,7
522,6
523,7
524,0
525,1
526,7
527,2
528,0
529,0
530,9
531,9
532,2
533,5
534,1
535,8
536,5
537,3
538,6
539,7
540,1
541,0
542,9
543,7
544,9
545,5
546,1
547,9
548,4
549,2
550,6
551,4
552,1
553,8
554,3
555,0
556,6
557,7
558,5
559,3
560,7
561,5
562,1
563,0
564,0
565,7
566,4
567,0
568,8
569,9
570,9
571,3
572,3
573,1
574,8
575,8
576,6
577,8
578,4
579,1
580,2
581,6
582,9
583,6
584,1
585,1
586,6
587,1
588,1
589,6
590,2
591,0
592,7
593,6
594,6
595,0
596,7
597,5
598,4
599,1
600,5
601,1
602,1
603,5
604,0
605,5
606,5
607,2
608,0
609,3
610,5
611,1
612,9
613,2
614,3
615,0
616,3
617,1
618,0
619,4
620,5
621,0
622,9
623,3
624,2
625,2
626,7
627,1
628,7
629,5
630,4
631,2
632,0
633,3
634,5
635,5
636,7
637,4
638,4
639,8
640,5
641,2
642,9
643,1
644,1
645,8
646,9
647,4
648,2
649,6
650,2
651,2
652,3
653,5
654,8
655,3
656,3
657,2
658,4
659,5
660,6
661,0
662,2
663,9
664,0
665,6
666,1
667,1
668,2
669,6
670,4
671,8
672,6
673,2
674,9
675,6
676,4
677,5
678,1
679,3
680,7
681,5
682,8
